,INDEX,TARGET_FLAG,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY
5077,6408,0,0,54.0,0,0.0,43.79056603773585,45.84457933370977,54.0,45.42930118512464,44.2608,47.32689987937274,44.834633385335415,23,45.011106780982075,52.6875,4,45.33847850055127,44.678021787999306,54.0,4,44.91439743052646,2,13.0,45.01494146642021
5078,6412,0,0,66.0,0,17.0,66.0,45.84457933370977,66.0,45.42930118512464,45.402535657686215,47.32689987937274,46.86538461538461,40,45.011106780982075,59.0,4,44.204010462074976,45.063919259882255,66.0,3,44.91439743052646,1,12.0,45.01494146642021
5079,6413,0,0,46.0,0,7.0,46.0,45.84457933370977,46.0,45.42930118512464,45.402535657686215,44.589652096342554,44.37430880476393,24,44.41663915483658,42.5,4,44.94965034965035,44.678021787999306,45.0592932721102,0,44.91439743052646,0,12.0,43.91731575793889
5080,6414,1,0,31.0,3,10.0,31.0,37.85701021355617,43.55148658448151,43.833486378940925,44.2608,43.20085836909871,41.318820224719104,27,44.41663915483658,38.4,1,44.204010462074976,44.678021787999306,31.0,2,44.91439743052646,0,9.0,45.01494146642021
5081,6415,0,0,45.0,0,10.0,45.0,45.84457933370977,45.0,45.42930118512464,44.2608,44.589652096342554,44.834633385335415,16,45.011106780982075,47.666666666666664,7,44.204010462074976,44.678021787999306,45.0592932721102,0,44.91439743052646,0,15.0,45.01494146642021
5082,6416,0,0,31.0,0,9.0,31.0,45.84457933370977,43.55148658448151,43.833486378940925,45.402535657686215,44.589652096342554,45.56938227394807,31,44.41663915483658,44.333333333333336,6,45.352,44.678021787999306,45.0592932721102,0,44.91439743052646,4,7.0,45.01494146642021
5083,6417,0,0,32.0,0,0.0,43.79056603773585,45.84457933370977,43.55148658448151,45.42930118512464,45.402535657686215,42.19285120532003,41.318820224719104,22,45.011106780982075,37.333333333333336,1,44.131749460043196,44.678021787999306,32.0,2,44.91439743052646,5,1.0,45.01494146642021
5084,6418,0,0,43.0,0,13.0,43.0,45.84457933370977,43.0,45.42930118512464,45.402535657686215,44.589652096342554,46.86538461538461,32,45.011106780982075,38.5,1,44.94965034965035,45.063919259882255,45.0592932721102,0,44.91439743052646,0,8.0,45.01494146642021
5085,6419,1,1,43.0,1,9.0,43.79056603773585,37.85701021355617,43.55148658448151,43.833486378940925,45.402535657686215,44.589652096342554,45.56938227394807,46,45.011106780982075,45.0,4,44.94965034965035,44.678021787999306,43.0,1,43.903,1,1.0,45.01494146642021
5086,6420,0,2,36.0,2,9.0,36.0,37.85701021355617,36.0,43.833486378940925,45.402535657686215,47.32689987937274,48.25988023952096,16,45.011106780982075,37.0,4,45.352,45.063919259882255,36.0,2,44.91439743052646,1,8.0,45.01494146642021
5087,6422,0,0,50.0,0,14.0,43.79056603773585,45.84457933370977,50.0,45.42930118512464,45.402535657686215,42.19285120532003,41.798583792289534,22,45.011106780982075,45.4,4,44.94965034965035,44.678021787999306,45.0592932721102,0,44.91439743052646,0,5.0,45.01494146642021
5088,6423,1,0,67.0,1,14.0,43.79056603773585,45.84457933370977,67.0,45.42930118512464,44.2608,43.20085836909871,45.56938227394807,66,45.011106780982075,47.333333333333336,4,45.33847850055127,44.678021787999306,51.0,3,44.91439743052646,3,1.0,45.01494146642021
5089,6424,0,0,48.0,0,7.0,44.0,45.84457933370977,48.0,45.42930118512464,45.402535657686215,42.19285120532003,41.798583792289534,39,45.011106780982075,42.0,3,44.94965034965035,45.063919259882255,48.0,1,43.903,0,1.0,45.01494146642021
5090,6425,0,0,51.0,0,7.0,51.0,45.84457933370977,43.55148658448151,43.833486378940925,45.402535657686215,44.589652096342554,45.56938227394807,39,44.41663915483658,46.25,10,46.2707100591716,44.678021787999306,45.0592932721102,0,44.91439743052646,0,8.0,43.91731575793889
5091,6426,0,0,42.0,0,11.0,42.0,45.84457933370977,43.55148658448151,43.833486378940925,45.402535657686215,42.19285120532003,41.798583792289534,44,45.011106780982075,43.0,4,44.94965034965035,44.678021787999306,45.0592932721102,0,44.91439743052646,0,9.0,43.91731575793889
5092,6427,0,0,54.0,0,15.0,54.0,45.84457933370977,54.0,45.42930118512464,44.2608,47.32689987937274,48.25988023952096,40,45.011106780982075,41.5,1,44.204010462074976,44.678021787999306,45.0592932721102,0,44.91439743052646,0,14.0,45.01494146642021
5093,6430,0,0,57.0,0,12.0,57.0,45.84457933370977,57.0,45.42930118512464,45.402535657686215,47.32689987937274,44.37430880476393,31,44.41663915483658,57.0,1,46.2707100591716,45.063919259882255,57.0,3,44.91439743052646,6,19.0,45.01494146642021
5094,6431,0,0,26.0,2,11.0,26.0,45.84457933370977,26.0,45.42930118512464,45.402535657686215,42.19285120532003,41.798583792289534,33,45.011106780982075,34.5,1,44.94965034965035,44.678021787999306,45.0592932721102,0,44.91439743052646,0,1.0,43.91731575793889
5095,6433,1,0,43.0,1,8.0,43.0,37.85701021355617,43.55148658448151,43.833486378940925,44.2608,43.20085836909871,41.798583792289534,10,45.011106780982075,50.666666666666664,1,45.33847850055127,44.678021787999306,45.0592932721102,0,44.91439743052646,0,8.0,45.01494146642021
5096,6434,0,0,61.0,0,15.0,61.0,45.84457933370977,61.0,45.42930118512464,45.402535657686215,47.32689987937274,48.25988023952096,43,45.011106780982075,52.0,1,44.204010462074976,45.063919259882255,45.0592932721102,0,44.91439743052646,0,15.0,45.01494146642021
5097,6435,0,0,43.0,0,11.0,38.5,45.84457933370977,43.0,45.42930118512464,45.402535657686215,47.32689987937274,44.37430880476393,5,44.41663915483658,52.0,6,45.352,45.063919259882255,43.0,3,44.91439743052646,3,21.0,45.01494146642021
5098,6439,0,0,55.0,0,6.0,55.0,45.84457933370977,55.0,45.42930118512464,45.402535657686215,47.32689987937274,48.25988023952096,6,45.011106780982075,51.25,4,44.94965034965035,45.063919259882255,45.0592932721102,0,44.91439743052646,3,18.0,45.01494146642021
5099,6440,0,0,40.0,3,13.0,40.0,37.85701021355617,43.55148658448151,43.833486378940925,45.402535657686215,49.012362637362635,50.51219512195122,16,45.011106780982075,39.0,10,45.352,44.678021787999306,45.0592932721102,0,44.91439743052646,0,13.0,45.01494146642021
5100,6441,1,0,60.0,0,13.0,60.0,45.84457933370977,60.0,45.42930118512464,45.402535657686215,44.589652096342554,45.56938227394807,35,45.011106780982075,53.2,1,44.94965034965035,45.063919259882255,45.0592932721102,0,44.91439743052646,0,10.0,43.91731575793889
5101,6442,1,0,52.0,0,11.0,43.79056603773585,45.84457933370977,43.55148658448151,43.833486378940925,45.402535657686215,44.589652096342554,41.798583792289534,36,44.41663915483658,46.0,1,46.2707100591716,45.063919259882255,45.0592932721102,0,44.91439743052646,1,8.0,45.01494146642021
5102,6443,0,0,57.0,0,13.0,57.0,45.84457933370977,57.0,45.42930118512464,45.402535657686215,49.012362637362635,44.37430880476393,53,44.41663915483658,57.0,1,46.2707100591716,45.063919259882255,57.0,1,44.91439743052646,3,21.0,45.01494146642021
5103,6444,0,0,55.0,0,6.0,55.0,45.84457933370977,55.0,45.42930118512464,44.2608,44.589652096342554,46.86538461538461,5,45.011106780982075,47.5,1,44.94965034965035,44.678021787999306,45.0592932721102,0,43.903,0,14.0,45.01494146642021
5104,6446,0,0,51.0,0,13.0,51.0,45.84457933370977,51.0,45.42930118512464,45.402535657686215,44.589652096342554,41.798583792289534,17,44.41663915483658,46.25,9,44.131749460043196,45.063919259882255,51.0,1,44.91439743052646,6,9.0,45.01494146642021
5105,6448,0,0,35.0,0,12.0,35.0,45.84457933370977,35.0,45.42930118512464,44.2608,44.589652096342554,44.37430880476393,45,44.41663915483658,35.0,10,44.94965034965035,44.678021787999306,45.0592932721102,0,44.91439743052646,0,1.0,45.01494146642021
5106,6449,0,0,43.0,1,14.0,43.0,45.84457933370977,43.0,45.42930118512464,44.2608,43.20085836909871,44.834633385335415,33,44.41663915483658,49.333333333333336,4,44.94965034965035,44.678021787999306,45.0592932721102,0,44.91439743052646,2,6.0,43.91731575793889
5107,6451,0,0,35.0,0,14.0,43.79056603773585,45.84457933370977,35.0,45.42930118512464,45.402535657686215,44.589652096342554,46.86538461538461,10,44.41663915483658,39.8,1,45.352,44.678021787999306,45.0592932721102,0,44.91439743052646,0,10.0,45.01494146642021
5108,6452,1,0,26.0,0,9.0,26.0,45.84457933370977,43.55148658448151,43.833486378940925,44.2608,42.19285120532003,41.798583792289534,28,45.011106780982075,41.5,6,44.204010462074976,44.678021787999306,45.0592932721102,0,44.91439743052646,1,4.0,45.01494146642021
5109,6453,1,1,38.0,2,12.0,38.0,37.85701021355617,38.0,43.833486378940925,44.2608,43.20085836909871,44.834633385335415,26,45.011106780982075,41.0,1,44.94965034965035,44.678021787999306,38.0,1,44.91439743052646,0,4.0,45.01494146642021
5110,6454,0,0,41.0,0,13.0,41.0,45.84457933370977,41.0,45.42930118512464,44.2608,44.589652096342554,45.56938227394807,13,45.011106780982075,41.333333333333336,1,44.94965034965035,44.678021787999306,45.0592932721102,0,44.91439743052646,0,10.0,45.01494146642021
5111,6455,0,1,38.0,2,0.0,43.79056603773585,45.84457933370977,43.55148658448151,45.42930118512464,44.2608,43.20085836909871,41.318820224719104,24,44.41663915483658,49.0,1,44.204010462074976,44.678021787999306,45.0592932721102,0,44.91439743052646,0,7.0,45.01494146642021
5112,6456,0,0,46.0,0,10.0,46.0,45.84457933370977,43.55148658448151,43.833486378940925,45.402535657686215,44.589652096342554,45.56938227394807,32,45.011106780982075,39.0,3,44.94965034965035,44.678021787999306,45.0592932721102,0,43.903,0,1.0,45.01494146642021
5113,6457,0,2,60.0,2,11.0,60.0,45.84457933370977,60.0,45.42930118512464,44.2608,43.20085836909871,41.798583792289534,50,45.011106780982075,48.42857142857143,10,44.204010462074976,44.678021787999306,60.0,3,44.91439743052646,0,8.0,45.01494146642021
5114,6458,1,0,62.0,0,14.0,62.0,45.84457933370977,62.0,45.42930118512464,44.2608,44.589652096342554,45.56938227394807,32,45.011106780982075,57.5,1,45.33847850055127,44.678021787999306,55.0,1,44.91439743052646,7,1.0,45.01494146642021
5115,6459,0,0,41.0,0,12.0,41.0,45.84457933370977,43.55148658448151,45.42930118512464,45.402535657686215,43.20085836909871,41.318820224719104,37,45.011106780982075,43.0,6,44.94965034965035,45.063919259882255,45.0592932721102,0,44.91439743052646,0,1.0,43.91731575793889
5116,6460,0,0,49.0,0,11.0,49.0,45.84457933370977,43.55148658448151,43.833486378940925,45.402535657686215,47.32689987937274,48.25988023952096,37,45.011106780982075,46.666666666666664,11,45.352,44.678021787999306,45.0592932721102,0,44.91439743052646,0,1.0,45.01494146642021
5117,6461,0,0,42.0,0,13.0,42.0,45.84457933370977,43.666666666666664,45.42930118512464,44.2608,44.589652096342554,46.86538461538461,27,45.011106780982075,42.0,1,44.94965034965035,44.678021787999306,45.0592932721102,0,44.91439743052646,2,11.0,45.01494146642021
5118,6463,0,0,54.0,0,0.0,43.79056603773585,45.84457933370977,54.0,45.42930118512464,44.2608,43.20085836909871,44.834633385335415,13,45.011106780982075,42.25,11,45.33847850055127,44.678021787999306,45.0592932721102,0,44.91439743052646,0,1.0,43.91731575793889
5119,6464,0,1,38.0,2,11.0,38.0,37.85701021355617,43.55148658448151,43.833486378940925,44.2608,42.19285120532003,41.798583792289534,51,45.011106780982075,46.166666666666664,1,44.204010462074976,44.678021787999306,38.0,1,44.91439743052646,5,5.0,43.91731575793889
5120,6465,0,0,38.0,0,11.0,38.0,45.84457933370977,38.0,45.42930118512464,44.2608,44.589652096342554,41.798583792289534,55,45.011106780982075,44.333333333333336,21,44.131749460043196,44.678021787999306,48.0,2,44.91439743052646,0,10.0,45.01494146642021
5121,6466,1,0,60.0,2,11.0,43.79056603773585,45.84457933370977,60.0,45.42930118512464,44.2608,43.20085836909871,44.834633385335415,47,45.011106780982075,53.75,3,44.204010462074976,44.678021787999306,45.0592932721102,0,43.903,2,1.0,45.01494146642021
5122,6468,1,2,37.0,4,16.0,43.79056603773585,37.85701021355617,43.55148658448151,43.833486378940925,44.2608,44.589652096342554,44.37430880476393,23,44.41663915483658,45.01910828025478,1,45.33847850055127,44.678021787999306,37.0,1,43.903,2,1.0,45.01494146642021
5123,6469,0,2,44.0,3,14.0,44.0,45.84457933370977,44.0,45.42930118512464,44.2608,43.20085836909871,41.798583792289534,31,45.011106780982075,45.666666666666664,17,44.131749460043196,44.678021787999306,45.0592932721102,0,44.91439743052646,0,10.0,45.01494146642021
5124,6470,0,0,32.0,2,13.0,32.0,45.84457933370977,43.55148658448151,45.42930118512464,44.2608,44.589652096342554,41.318820224719104,27,45.011106780982075,39.666666666666664,3,44.204010462074976,44.678021787999306,35.0,2,44.91439743052646,5,7.0,45.01494146642021
5125,6471,1,0,44.0,2,15.0,44.0,45.84457933370977,44.0,45.42930118512464,44.2608,43.20085836909871,44.834633385335415,37,45.011106780982075,45.5,1,44.204010462074976,44.678021787999306,44.0,1,44.91439743052646,0,1.0,45.01494146642021
5126,6472,0,0,47.0,0,0.0,43.79056603773585,45.84457933370977,47.0,43.833486378940925,44.2608,44.589652096342554,44.834633385335415,8,45.011106780982075,39.375,4,44.204010462074976,44.678021787999306,45.0592932721102,0,44.91439743052646,0,11.0,45.01494146642021
5127,6473,0,0,30.0,1,9.0,30.0,37.85701021355617,43.55148658448151,43.833486378940925,44.2608,44.589652096342554,41.798583792289534,28,45.011106780982075,42.5,9,44.204010462074976,44.678021787999306,30.0,3,44.91439743052646,6,1.0,43.91731575793889
5128,6474,0,0,29.0,1,11.0,29.0,37.85701021355617,43.55148658448151,43.833486378940925,44.2608,49.012362637362635,44.37430880476393,15,45.011106780982075,38.8,4,45.33847850055127,44.678021787999306,29.0,2,44.91439743052646,0,13.0,45.01494146642021
5129,6475,1,0,60.0,0,10.0,60.0,45.84457933370977,60.0,43.833486378940925,44.2608,43.20085836909871,41.798583792289534,24,45.011106780982075,51.5,9,44.204010462074976,44.678021787999306,45.0592932721102,0,44.91439743052646,0,8.0,45.01494146642021
5130,6476,1,0,45.0,2,15.0,45.0,45.84457933370977,45.0,45.42930118512464,44.2608,42.19285120532003,41.798583792289534,24,44.41663915483658,43.666666666666664,1,44.131749460043196,44.678021787999306,45.0592932721102,0,44.91439743052646,0,6.0,45.01494146642021
5131,6477,0,0,33.0,5,18.0,33.0,45.84457933370977,33.0,45.42930118512464,45.402535657686215,43.20085836909871,41.318820224719104,8,44.41663915483658,43.4,7,44.131749460043196,45.063919259882255,45.0592932721102,0,44.91439743052646,4,9.0,45.01494146642021
5132,6479,0,0,44.0,0,11.0,44.0,45.84457933370977,44.0,43.833486378940925,45.402535657686215,43.20085836909871,45.56938227394807,41,45.011106780982075,48.8,4,44.94965034965035,45.063919259882255,45.0592932721102,0,44.91439743052646,0,1.0,45.01494146642021
5133,6480,0,0,49.0,0,13.0,49.0,45.84457933370977,49.0,43.833486378940925,45.402535657686215,44.589652096342554,45.56938227394807,14,44.41663915483658,49.75,7,46.2707100591716,45.063919259882255,49.0,1,43.903,7,1.0,45.01494146642021
5134,6481,1,0,52.0,0,11.0,52.0,45.84457933370977,52.0,45.42930118512464,45.402535657686215,44.589652096342554,44.37430880476393,41,44.41663915483658,52.0,6,46.2707100591716,44.678021787999306,45.0592932721102,0,43.903,0,9.0,45.01494146642021
5135,6482,0,0,54.0,0,15.0,54.0,45.84457933370977,54.0,45.42930118512464,44.2608,49.012362637362635,44.834633385335415,40,45.011106780982075,54.0,6,45.352,44.678021787999306,45.0592932721102,0,44.91439743052646,0,16.0,43.91731575793889
5136,6483,0,0,50.0,0,8.0,50.0,45.84457933370977,50.0,45.42930118512464,44.2608,43.20085836909871,44.37430880476393,10,44.41663915483658,50.0,6,44.204010462074976,44.678021787999306,50.0,3,44.91439743052646,0,1.0,45.01494146642021
5137,6485,0,0,45.0,0,8.0,45.0,45.84457933370977,44.0,45.42930118512464,44.2608,43.20085836909871,44.37430880476393,35,44.41663915483658,45.0,4,44.94965034965035,44.678021787999306,45.0592932721102,0,44.91439743052646,0,1.0,43.91731575793889
5138,6486,1,2,39.0,2,11.0,39.0,45.84457933370977,39.0,45.42930118512464,44.2608,42.19285120532003,44.37430880476393,20,44.41663915483658,42.0,3,44.131749460043196,44.678021787999306,39.0,3,44.91439743052646,3,1.0,45.01494146642021
5139,6487,0,0,47.0,0,15.0,47.0,45.84457933370977,47.0,45.42930118512464,45.402535657686215,43.20085836909871,45.56938227394807,30,45.011106780982075,50.5,4,44.131749460043196,44.678021787999306,45.0592932721102,0,44.91439743052646,2,7.0,45.01494146642021
5140,6488,0,0,33.0,0,8.0,33.0,45.84457933370977,33.0,45.42930118512464,45.402535657686215,43.20085836909871,45.56938227394807,29,45.011106780982075,33.0,1,45.352,45.063919259882255,45.0592932721102,0,44.91439743052646,0,11.0,43.91731575793889
5141,6489,0,0,38.0,0,11.0,38.0,45.84457933370977,38.0,43.833486378940925,44.2608,44.589652096342554,45.56938227394807,28,45.011106780982075,43.25,4,44.204010462074976,44.678021787999306,38.25,3,44.91439743052646,5,4.0,45.01494146642021
5142,6490,1,0,47.0,0,15.0,47.0,45.84457933370977,47.0,45.42930118512464,45.402535657686215,43.20085836909871,45.56938227394807,30,44.41663915483658,56.5,4,46.2707100591716,44.678021787999306,45.0592932721102,0,44.91439743052646,1,7.0,45.01494146642021
5143,6491,0,0,38.0,0,6.0,38.0,45.84457933370977,38.0,45.42930118512464,44.2608,47.32689987937274,44.37430880476393,44,44.41663915483658,49.2,4,44.131749460043196,44.678021787999306,45.0592932721102,0,44.91439743052646,4,13.0,45.01494146642021
5144,6493,0,0,65.0,0,14.0,65.0,45.84457933370977,65.0,45.42930118512464,44.2608,47.32689987937274,48.25988023952096,42,45.011106780982075,48.285714285714285,10,45.33847850055127,44.678021787999306,53.5,1,44.91439743052646,4,25.0,45.01494146642021
5145,6494,0,0,48.0,0,10.0,48.0,45.84457933370977,48.0,43.833486378940925,45.402535657686215,47.32689987937274,48.25988023952096,40,45.011106780982075,50.0,3,44.94965034965035,45.063919259882255,48.0,3,44.91439743052646,2,17.0,45.01494146642021
5146,6495,1,0,38.0,2,0.0,43.79056603773585,37.85701021355617,38.0,43.833486378940925,44.2608,42.19285120532003,44.834633385335415,51,45.011106780982075,32.666666666666664,8,44.204010462074976,44.678021787999306,38.0,3,44.91439743052646,7,1.0,45.01494146642021
5147,6496,0,0,40.0,0,9.0,40.0,45.84457933370977,40.0,45.42930118512464,44.2608,47.32689987937274,48.25988023952096,30,45.011106780982075,48.75,1,44.204010462074976,44.678021787999306,45.0592932721102,0,44.91439743052646,0,15.0,45.01494146642021
5148,6498,1,0,36.0,0,8.0,36.0,45.84457933370977,43.55148658448151,43.833486378940925,45.402535657686215,49.012362637362635,46.86538461538461,45,45.011106780982075,36.857142857142854,4,44.94965034965035,45.063919259882255,45.0592932721102,0,44.91439743052646,0,11.0,45.01494146642021
5149,6499,0,0,46.0,0,13.0,46.0,45.84457933370977,46.0,43.833486378940925,44.2608,47.32689987937274,48.25988023952096,5,45.011106780982075,43.25,6,45.33847850055127,44.678021787999306,45.0592932721102,0,44.91439743052646,0,11.0,45.01494146642021
5150,6500,1,0,64.0,1,15.0,64.0,45.84457933370977,64.0,45.42930118512464,45.402535657686215,44.589652096342554,44.37430880476393,5,45.011106780982075,48.25,7,45.33847850055127,45.063919259882255,64.0,4,44.91439743052646,4,8.0,45.01494146642021
5151,6501,0,0,48.0,0,2.0,48.0,45.84457933370977,48.0,45.42930118512464,44.2608,43.20085836909871,45.56938227394807,9,45.011106780982075,42.666666666666664,6,44.204010462074976,44.678021787999306,45.0592932721102,0,44.91439743052646,2,1.0,45.01494146642021
5152,6502,1,0,39.0,0,10.0,39.0,45.84457933370977,39.0,43.833486378940925,45.402535657686215,44.589652096342554,44.37430880476393,68,45.011106780982075,39.0,1,44.94965034965035,44.678021787999306,39.0,2,44.91439743052646,3,14.0,43.91731575793889
5153,6503,0,0,51.0,0,0.0,43.79056603773585,45.84457933370977,43.55148658448151,43.833486378940925,45.402535657686215,49.012362637362635,50.51219512195122,29,45.011106780982075,43.25,6,44.131749460043196,45.063919259882255,45.0592932721102,0,44.91439743052646,0,18.0,45.01494146642021
5154,6506,0,0,40.0,0,9.0,40.0,45.84457933370977,40.0,45.42930118512464,45.402535657686215,44.589652096342554,46.86538461538461,47,45.011106780982075,38.8,7,44.94965034965035,45.063919259882255,45.0592932721102,0,44.91439743052646,0,1.0,45.01494146642021
5155,6507,0,0,60.0,0,9.0,60.0,45.84457933370977,60.0,43.833486378940925,45.402535657686215,44.589652096342554,46.86538461538461,34,45.011106780982075,45.01910828025478,10,44.94965034965035,44.678021787999306,60.0,2,44.91439743052646,0,11.0,45.01494146642021
5156,6508,1,0,42.0,0,11.0,42.0,45.84457933370977,42.0,45.42930118512464,45.402535657686215,44.589652096342554,45.56938227394807,18,44.41663915483658,47.5,1,44.131749460043196,44.678021787999306,42.0,3,44.91439743052646,5,10.0,45.01494146642021
5157,6509,0,0,54.0,0,0.0,43.79056603773585,45.84457933370977,54.0,45.42930118512464,44.2608,47.32689987937274,44.834633385335415,36,45.011106780982075,48.0,6,44.204010462074976,44.678021787999306,45.0592932721102,0,44.91439743052646,0,9.0,43.91731575793889
5158,6510,0,0,34.0,3,16.0,34.0,45.84457933370977,34.0,45.42930118512464,45.402535657686215,44.589652096342554,44.37430880476393,5,44.41663915483658,34.0,1,44.94965034965035,44.678021787999306,45.0592932721102,0,44.91439743052646,0,11.0,45.01494146642021
5159,6511,1,1,44.0,2,16.0,44.0,45.84457933370977,44.0,45.42930118512464,45.402535657686215,49.012362637362635,44.37430880476393,27,44.41663915483658,44.0,9,46.2707100591716,45.063919259882255,44.0,4,43.903,8,11.0,45.01494146642021
5160,6512,0,1,44.0,2,15.0,44.0,45.84457933370977,44.0,45.42930118512464,45.402535657686215,47.32689987937274,45.56938227394807,40,45.011106780982075,47.285714285714285,21,44.94965034965035,44.678021787999306,45.0592932721102,0,44.91439743052646,3,15.0,45.01494146642021
5161,6514,0,0,62.0,0,14.0,62.0,45.84457933370977,62.0,45.42930118512464,45.402535657686215,47.32689987937274,44.37430880476393,64,44.41663915483658,44.333333333333336,3,44.131749460043196,44.678021787999306,45.0592932721102,0,44.91439743052646,1,17.0,45.01494146642021
5162,6515,0,0,43.0,2,16.0,43.79056603773585,45.84457933370977,43.0,45.42930118512464,45.402535657686215,44.589652096342554,44.37430880476393,61,44.41663915483658,47.75,4,44.94965034965035,44.678021787999306,45.0592932721102,0,44.91439743052646,0,9.0,45.01494146642021
5163,6516,0,0,56.0,0,4.0,56.0,45.84457933370977,56.0,45.42930118512464,44.2608,43.20085836909871,41.798583792289534,40,45.011106780982075,40.8,13,45.33847850055127,44.678021787999306,56.0,2,44.91439743052646,0,7.0,45.01494146642021
5164,6517,0,0,49.0,0,4.0,49.0,45.84457933370977,49.0,45.42930118512464,45.402535657686215,49.012362637362635,50.51219512195122,38,45.011106780982075,48.96774193548387,7,44.131749460043196,44.678021787999306,45.0592932721102,0,44.91439743052646,2,18.0,45.01494146642021
5165,6518,0,0,32.0,4,11.0,32.0,45.84457933370977,43.55148658448151,45.42930118512464,44.2608,42.19285120532003,41.318820224719104,25,45.011106780982075,36.5,1,44.204010462074976,44.678021787999306,32.0,1,44.91439743052646,0,5.0,45.01494146642021
5166,6519,0,0,66.0,0,12.0,66.0,45.84457933370977,43.55148658448151,43.833486378940925,45.402535657686215,47.32689987937274,46.86538461538461,10,45.011106780982075,43.375,10,44.204010462074976,45.063919259882255,66.0,1,44.91439743052646,0,13.0,45.01494146642021
5167,6520,1,0,30.0,2,12.0,43.79056603773585,45.84457933370977,30.0,45.42930118512464,45.402535657686215,42.19285120532003,41.798583792289534,35,45.011106780982075,40.666666666666664,10,44.94965034965035,45.063919259882255,30.0,2,44.91439743052646,2,1.0,45.01494146642021
5168,6521,0,0,34.0,4,15.0,34.0,45.84457933370977,43.55148658448151,45.42930118512464,45.402535657686215,44.589652096342554,41.318820224719104,45,45.011106780982075,41.2,10,44.94965034965035,45.063919259882255,45.0592932721102,0,44.91439743052646,2,11.0,45.01494146642021
5169,6522,1,2,38.0,2,9.0,38.0,37.85701021355617,38.0,43.833486378940925,44.2608,43.20085836909871,44.37430880476393,37,44.41663915483658,34.0,16,44.204010462074976,44.678021787999306,38.0,2,44.91439743052646,0,1.0,45.01494146642021
5170,6523,0,0,51.0,0,12.0,51.0,45.84457933370977,43.55148658448151,43.833486378940925,45.402535657686215,44.589652096342554,45.56938227394807,43,45.011106780982075,52.0,6,44.94965034965035,45.063919259882255,45.0592932721102,0,44.91439743052646,0,12.0,45.01494146642021
5171,6524,0,0,32.0,1,10.0,32.0,45.84457933370977,43.55148658448151,45.42930118512464,45.402535657686215,43.20085836909871,41.798583792289534,21,45.011106780982075,36.333333333333336,10,44.94965034965035,44.678021787999306,32.0,2,44.91439743052646,0,1.0,45.01494146642021
5172,6527,1,0,40.0,1,9.0,40.0,37.85701021355617,43.55148658448151,43.833486378940925,45.402535657686215,44.589652096342554,44.37430880476393,33,44.41663915483658,48.333333333333336,3,45.352,45.063919259882255,45.0592932721102,0,44.91439743052646,0,7.0,45.01494146642021
5173,6529,0,0,47.0,0,12.0,43.79056603773585,45.84457933370977,47.0,45.42930118512464,45.402535657686215,47.32689987937274,48.25988023952096,24,45.011106780982075,41.0,6,44.94965034965035,45.063919259882255,45.0592932721102,0,44.91439743052646,2,12.0,45.01494146642021
5174,6530,0,0,57.0,0,12.0,57.0,45.84457933370977,43.55148658448151,43.833486378940925,45.402535657686215,44.589652096342554,44.37430880476393,44,44.41663915483658,47.5,11,44.131749460043196,45.063919259882255,45.0592932721102,0,44.91439743052646,3,7.0,43.91731575793889
5175,6531,0,0,52.0,0,15.0,52.0,45.84457933370977,52.0,45.42930118512464,45.402535657686215,42.19285120532003,41.798583792289534,52,45.011106780982075,38.4,10,44.131749460043196,44.678021787999306,45.0592932721102,0,44.91439743052646,0,7.0,43.91731575793889
5176,6532,0,0,49.0,0,13.0,49.0,45.84457933370977,49.0,45.42930118512464,44.2608,47.32689987937274,44.834633385335415,24,45.011106780982075,39.0,4,44.204010462074976,44.678021787999306,45.0592932721102,0,44.91439743052646,2,15.0,43.91731575793889
5177,6533,0,0,31.0,1,8.0,43.79056603773585,37.85701021355617,31.0,43.833486378940925,44.2608,42.19285120532003,41.798583792289534,24,45.011106780982075,31.0,7,44.204010462074976,44.678021787999306,45.0592932721102,0,43.903,0,1.0,43.91731575793889
5178,6534,0,0,51.0,0,8.0,51.0,45.84457933370977,43.55148658448151,43.833486378940925,45.402535657686215,44.589652096342554,45.56938227394807,35,45.011106780982075,50.5,6,44.94965034965035,45.063919259882255,45.0592932721102,0,44.91439743052646,0,7.0,45.01494146642021
5179,6535,0,0,33.0,4,15.0,29.0,45.84457933370977,33.0,45.42930118512464,44.2608,43.20085836909871,41.798583792289534,48,45.011106780982075,30.5,7,45.33847850055127,44.678021787999306,33.0,4,43.903,6,1.0,43.91731575793889
5180,6536,1,0,57.0,0,5.0,57.0,45.84457933370977,57.0,45.42930118512464,44.2608,47.32689987937274,44.834633385335415,44,45.011106780982075,48.42857142857143,10,45.33847850055127,44.678021787999306,57.0,2,44.91439743052646,7,16.0,45.01494146642021
5181,6537,0,0,56.0,0,13.0,56.0,45.84457933370977,43.55148658448151,43.833486378940925,45.402535657686215,42.19285120532003,45.56938227394807,36,45.011106780982075,52.0,1,44.94965034965035,45.063919259882255,45.0592932721102,0,44.91439743052646,2,5.0,45.01494146642021
